"accession","Plasmid","phylogroup.x","res_sus.x","clustersize.x","lastresistantparent.x","sample.x","Drug","phylogroup.y","res_sus.y","clustersize.y","lastresistantparent.y","sample.y"
"ERR435036","FIC","D","sus",1,243,242,"Ceftazidime","D","res",1,153,153
"ERR435038","FIA","B2","sus",3,1230,191,"AmoxiClav","B2","res",3,827,140
"ERR435038","FIA","B2","sus",2,1239,191,"AmoxiClav","B2","res",3,827,140
"ERR435041","FIB","B2","res",120,1020,206,"AmoxiClav","B2","res",5,829,149
"ERR435041","FIB","B2","res",120,1020,206,"PipTaz","B2","sus",1,151,149
"ERR435041","FIB","B2","res",7,1241,206,"AmoxiClav","B2","res",5,829,149
"ERR435041","FIB","B2","res",7,1241,206,"PipTaz","B2","sus",1,151,149
"ERR435041","FIA","B2","res",7,1241,206,"AmoxiClav","B2","res",5,829,149
"ERR435041","FIA","B2","res",7,1241,206,"PipTaz","B2","sus",1,151,149
"ERR435042","FIA","D","res",32,473,189,"AmoxiClav","D","sus",9,303,120
"ERR435042","FIA","D","res",32,473,189,"Gentamicin","D","sus",1,113,120
"ERR435042","FIA","D","res",32,473,189,"Ciprofloxacin","D","res",18,298,120
"ERR435045","FIB","B2","res",120,1020,680,"AmoxiClav","B2","sus",1,450,447
"ERR435045","FIB","B2","res",3,1707,680,"AmoxiClav","B2","sus",1,450,447
"ERR435048","FIB","D","res",177,293,279,"AmoxiClav","D","res",1,175,175
"ERR435048","FIB","D","res",177,293,279,"PipTaz","D","res",1,175,175
"ERR435057","FIB","B2","res",171,1030,186,"AmoxiClav","B2","sus",1,139,138
"ERR435057","FIB","B2","res",171,1030,186,"Gentamicin","B2","res",1,138,138
"ERR435057","FIB","B2","res",120,1020,186,"AmoxiClav","B2","sus",1,139,138
"ERR435057","FIB","B2","res",120,1020,186,"Gentamicin","B2","res",1,138,138
"ERR435058","FIB","B2","res",120,1020,876,"Cefuroxime","B2","res",51,1165,571
"ERR435058","FIB","B2","res",120,1020,876,"AmoxiClav","B2","res",61,1160,571
"ERR435058","FIB","B2","res",120,1020,876,"Ceftazidime","B2","res",1,571,571
"ERR435058","FIB","B2","res",120,1020,876,"Ciprofloxacin","B2","res",90,1164,571
"ERR435058","FIA","B2","res",152,1772,876,"Cefuroxime","B2","res",51,1165,571
"ERR435058","FIA","B2","res",152,1772,876,"AmoxiClav","B2","res",61,1160,571
"ERR435058","FIA","B2","res",152,1772,876,"Ceftazidime","B2","res",1,571,571
"ERR435058","FIA","B2","res",152,1772,876,"Ciprofloxacin","B2","res",90,1164,571
"ERR435059","FIB","B2","sus",10,1525,497,"AmoxiClav","B2","sus",1,337,335
"ERR435059","FIB","B2","sus",10,1525,497,"AmoxiClav","B2","sus",1,336,335
"ERR435059","FIB","B2","sus",1,496,497,"AmoxiClav","B2","sus",1,337,335
"ERR435059","FIB","B2","sus",1,496,497,"AmoxiClav","B2","sus",1,336,335
"ERR435059","FIB","B2","sus",1,512,497,"AmoxiClav","B2","sus",1,337,335
"ERR435059","FIB","B2","sus",1,512,497,"AmoxiClav","B2","sus",1,336,335
"ERR435059","FIA","B2","res",2,1537,497,"AmoxiClav","B2","sus",1,337,335
"ERR435059","FIA","B2","res",2,1537,497,"AmoxiClav","B2","sus",1,336,335
"ERR435062","FIB","B2","res",120,1020,422,"AmoxiClav","B2","sus",1,290,289
"ERR435063","FIC","D","sus",1,5,8,"AmoxiClav","D","sus",2,195,5
"ERR435063","FIC","D","sus",2,306,8,"AmoxiClav","D","sus",2,195,5
"ERR435063","FIB","D","res",177,293,8,"AmoxiClav","D","sus",2,195,5
"ERR435071","FIA","A","res",5,250,118,"Ciprofloxacin","A","res",7,248,118
"ERR435071","FIC","A","res",7,250,118,"Ciprofloxacin","A","res",7,248,118
"ERR435071","FIB","A","res",32,132,118,"Ciprofloxacin","A","res",7,248,118
"ERR435073","FIB","D","res",177,293,56,"AmoxiClav","D","sus",1,40,38
"ERR435076","FIB","B2","res",171,1030,177,"AmoxiClav","B2","res",3,806,131
"ERR435076","FIB","B2","res",120,1020,177,"AmoxiClav","B2","res",3,806,131
"ERR435078","FIB","D","res",177,293,131,"AmoxiClav","D","res",5,271,84
"ERR435080","FIB","B1","res",3,134,64,"Ciprofloxacin","B1","sus",1,40,41
"ERR435086","FIC","B2","sus",1,410,409,"Cefuroxime","B2","sus",1,286,284
"ERR435086","FIC","B2","sus",1,410,409,"AmoxiClav","B2","sus",1,288,284
"ERR435086","FIC","B2","sus",1,410,409,"AmoxiClav","B2","sus",1,286,284
"ERR435086","FIC","B2","sus",1,410,409,"Ciprofloxacin","B2","sus",1,287,284
"ERR435086","FIC","B2","sus",1,410,409,"PipTaz","B2","sus",1,286,284
"ERR435086","FIB","B2","sus",1,410,409,"Cefuroxime","B2","sus",1,286,284
"ERR435086","FIB","B2","sus",1,410,409,"AmoxiClav","B2","sus",1,288,284
"ERR435086","FIB","B2","sus",1,410,409,"AmoxiClav","B2","sus",1,286,284
"ERR435086","FIB","B2","sus",1,410,409,"Ciprofloxacin","B2","sus",1,287,284
"ERR435086","FIB","B2","sus",1,410,409,"PipTaz","B2","sus",1,286,284
"ERR435087","FIA","B2","res",152,1772,774,"Cefuroxime","B2","res",51,1165,506
"ERR435087","FIA","B2","res",152,1772,774,"Ciprofloxacin","B2","res",90,1164,506
"ERR435087","FIA","B2","res",152,1772,774,"AmoxiClav","B2","res",61,1160,506
"ERR435088","FIA","B2","res",152,1772,772,"Ceftazidime","B2","sus",1,510,505
"ERR435088","FIA","B2","res",152,1772,772,"Ceftazidime","B2","sus",1,522,505
"ERR435088","FIA","B2","res",152,1772,772,"Ciprofloxacin","B2","res",90,1164,505
"ERR435088","FIA","B2","res",152,1772,772,"PipTaz","B2","sus",1,521,505
"ERR435088","FIA","B2","res",152,1772,772,"PipTaz","B2","sus",1,508,505
"ERR435088","FIB","B2","sus",1,807,772,"Ceftazidime","B2","sus",1,510,505
"ERR435088","FIB","B2","sus",1,807,772,"Ceftazidime","B2","sus",1,522,505
"ERR435088","FIB","B2","sus",1,807,772,"Ciprofloxacin","B2","res",90,1164,505
"ERR435088","FIB","B2","sus",1,807,772,"PipTaz","B2","sus",1,521,505
"ERR435088","FIB","B2","sus",1,807,772,"PipTaz","B2","sus",1,508,505
"ERR435092","FIB","B2","sus",171,1030,377,"AmoxiClav","B2","res",1,264,264
"ERR435092","FIC","B2","sus",1,376,377,"AmoxiClav","B2","res",1,264,264
"ERR435092","FIB","B2","sus",1,376,377,"AmoxiClav","B2","res",1,264,264
"ERR435094","FIB","B2","res",120,1020,172,"AmoxiClav","B2","res",4,802,127
"ERR435094","FIB","B2","res",171,1030,172,"AmoxiClav","B2","res",4,802,127
"ERR435095","FIA","B2","res",152,1772,763,"Gentamicin","B2","res",1,501,501
"ERR435095","FIA","B2","res",152,1772,763,"AmoxiClav","B2","res",61,1160,501
"ERR435095","FIA","B2","res",152,1772,763,"Ciprofloxacin","B2","res",90,1164,501
"ERR435096","FIB","B2","res",120,1020,853,"Ciprofloxacin","B2","res",90,1164,556
"ERR435096","FIB","B2","res",120,1020,853,"Cefuroxime","B2","res",51,1165,556
"ERR435096","FIB","B2","res",120,1020,853,"Ceftazidime","B2","res",22,1167,556
"ERR435096","FIB","B2","res",11,1885,853,"Ciprofloxacin","B2","res",90,1164,556
"ERR435096","FIB","B2","res",11,1885,853,"Cefuroxime","B2","res",51,1165,556
"ERR435096","FIB","B2","res",11,1885,853,"Ceftazidime","B2","res",22,1167,556
"ERR435096","FIA","B2","res",152,1772,853,"Ciprofloxacin","B2","res",90,1164,556
"ERR435096","FIA","B2","res",152,1772,853,"Cefuroxime","B2","res",51,1165,556
"ERR435096","FIA","B2","res",152,1772,853,"Ceftazidime","B2","res",22,1167,556
"ERR435097","FIA","D","res",1,235,235,"Cefuroxime","D","res",1,150,150
"ERR435097","FIA","D","res",1,235,235,"AmoxiClav","D","sus",8,328,150
"ERR435097","FIC","D","sus",6,533,235,"Cefuroxime","D","res",1,150,150
"ERR435097","FIC","D","sus",6,533,235,"AmoxiClav","D","sus",8,328,150
"ERR435097","FIB","D","res",177,293,235,"Cefuroxime","D","res",1,150,150
"ERR435097","FIB","D","res",177,293,235,"AmoxiClav","D","sus",8,328,150
"ERR435099","FIC","A","sus",1,106,103,"AmoxiClav","A","sus",1,106,103
"ERR435100","FIB","D","res",9,361,74,"AmoxiClav","D","res",6,231,50
"ERR435100","FIB","D","res",9,361,74,"Ciprofloxacin","D","res",7,233,50
"ERR435100","FIB","D","res",9,361,74,"Cefuroxime","D","res",2,238,50
"ERR435100","FIA","D","res",7,363,74,"AmoxiClav","D","res",6,231,50
"ERR435100","FIA","D","res",7,363,74,"Ciprofloxacin","D","res",7,233,50
"ERR435100","FIA","D","res",7,363,74,"Cefuroxime","D","res",2,238,50
"ERR435100","FIB","D","res",177,293,74,"AmoxiClav","D","res",6,231,50
"ERR435100","FIB","D","res",177,293,74,"Ciprofloxacin","D","res",7,233,50
"ERR435100","FIB","D","res",177,293,74,"Cefuroxime","D","res",2,238,50
"ERR435102","FIB","B2","res",120,1020,350,"AmoxiClav","B2","sus",1,245,246
"ERR435102","FIB","B2","res",120,1020,350,"Cefuroxime","B2","sus",1,245,246
"ERR435102","FIB","B2","res",120,1020,350,"PipTaz","B2","sus",1,245,246
"ERR435102","FIB","B2","res",41,1361,350,"AmoxiClav","B2","sus",1,245,246
"ERR435102","FIB","B2","res",41,1361,350,"Cefuroxime","B2","sus",1,245,246
"ERR435102","FIB","B2","res",41,1361,350,"PipTaz","B2","sus",1,245,246
"ERR435102","FIC","B2","res",38,1362,350,"AmoxiClav","B2","sus",1,245,246
"ERR435102","FIC","B2","res",38,1362,350,"Cefuroxime","B2","sus",1,245,246
"ERR435102","FIC","B2","res",38,1362,350,"PipTaz","B2","sus",1,245,246
"ERR435103","FIB","B2","res",120,1020,896,"Ciprofloxacin","B2","res",90,1164,583
"ERR435103","FIA","B2","res",152,1772,896,"Ciprofloxacin","B2","res",90,1164,583
"ERR435104","FIB","B2","res",171,1030,153,"Ciprofloxacin","B2","res",3,794,113
"ERR435104","FIB","B2","res",171,1030,153,"AmoxiClav","B2","sus",1,116,113
"ERR435104","FIB","B2","res",171,1030,153,"AmoxiClav","B2","sus",1,112,113
"ERR435104","FIB","B2","res",120,1020,153,"Ciprofloxacin","B2","res",3,794,113
"ERR435104","FIB","B2","res",120,1020,153,"AmoxiClav","B2","sus",1,116,113
"ERR435104","FIB","B2","res",120,1020,153,"AmoxiClav","B2","sus",1,112,113
"ERR435107","FIA","B2","res",152,1772,815,"PipTaz","B2","res",1,531,531
"ERR435107","FIA","B2","res",152,1772,815,"AmoxiClav","B2","res",61,1160,531
"ERR435107","FIA","B2","res",152,1772,815,"Ceftazidime","B2","res",22,1167,531
"ERR435107","FIA","B2","res",152,1772,815,"AmoxiClav","B2","res",1,531,531
"ERR435107","FIA","B2","res",152,1772,815,"Cefuroxime","B2","res",51,1165,531
"ERR435107","FIA","B2","res",152,1772,815,"Ciprofloxacin","B2","res",90,1164,531
"ERR435107","FIB","B2","res",120,1020,815,"PipTaz","B2","res",1,531,531
"ERR435107","FIB","B2","res",120,1020,815,"AmoxiClav","B2","res",61,1160,531
"ERR435107","FIB","B2","res",120,1020,815,"Ceftazidime","B2","res",22,1167,531
"ERR435107","FIB","B2","res",120,1020,815,"AmoxiClav","B2","res",1,531,531
"ERR435107","FIB","B2","res",120,1020,815,"Cefuroxime","B2","res",51,1165,531
"ERR435107","FIB","B2","res",120,1020,815,"Ciprofloxacin","B2","res",90,1164,531
"ERR435107","FIB","B2","res",8,1843,815,"PipTaz","B2","res",1,531,531
"ERR435107","FIB","B2","res",8,1843,815,"AmoxiClav","B2","res",61,1160,531
"ERR435107","FIB","B2","res",8,1843,815,"Ceftazidime","B2","res",22,1167,531
"ERR435107","FIB","B2","res",8,1843,815,"AmoxiClav","B2","res",1,531,531
"ERR435107","FIB","B2","res",8,1843,815,"Cefuroxime","B2","res",51,1165,531
"ERR435107","FIB","B2","res",8,1843,815,"Ciprofloxacin","B2","res",90,1164,531
"ERR435107","FIC","B2","res",6,1843,815,"PipTaz","B2","res",1,531,531
"ERR435107","FIC","B2","res",6,1843,815,"AmoxiClav","B2","res",61,1160,531
"ERR435107","FIC","B2","res",6,1843,815,"Ceftazidime","B2","res",22,1167,531
"ERR435107","FIC","B2","res",6,1843,815,"AmoxiClav","B2","res",1,531,531
"ERR435107","FIC","B2","res",6,1843,815,"Cefuroxime","B2","res",51,1165,531
"ERR435107","FIC","B2","res",6,1843,815,"Ciprofloxacin","B2","res",90,1164,531
"ERR435112","FIB","D","sus",3,529,228,"PipTaz","D","sus",1,152,144
"ERR435112","FIB","D","sus",3,529,228,"Cefuroxime","D","sus",1,145,144
"ERR435112","FIB","D","sus",3,529,228,"Ceftazidime","D","sus",1,145,144
"ERR435112","FIB","D","sus",3,529,228,"Ciprofloxacin","D","sus",1,145,144
"ERR435112","FIB","D","sus",3,529,228,"Gentamicin","D","sus",1,145,144
"ERR435118","FIB","B2","res",120,1020,681,"AmoxiClav","B2","sus",1,450,448
"ERR435118","FIB","B2","res",3,1707,681,"AmoxiClav","B2","sus",1,450,448
"ERR435119","FIA","D","res",4,566,270,"Cefuroxime","D","res",7,350,169
"ERR435119","FIA","D","res",4,566,270,"Ceftazidime","D","sus",1,171,169
"ERR435119","FIA","D","res",4,566,270,"AmoxiClav","D","res",8,350,169
"ERR435119","FIA","D","res",4,566,270,"Ciprofloxacin","D","res",8,350,169
"ERR435119","FIA","D","res",2,556,270,"Cefuroxime","D","res",7,350,169
"ERR435119","FIA","D","res",2,556,270,"Ceftazidime","D","sus",1,171,169
"ERR435119","FIA","D","res",2,556,270,"AmoxiClav","D","res",8,350,169
"ERR435119","FIA","D","res",2,556,270,"Ciprofloxacin","D","res",8,350,169
"ERR435120","FIB","B2","res",171,1030,178,"AmoxiClav","B2","res",3,806,132
"ERR435120","FIB","B2","res",120,1020,178,"AmoxiClav","B2","res",3,806,132
"ERR435121","FIB","A","res",32,132,9,"Cefuroxime","A","sus",1,10,9
"ERR435121","FIB","A","res",39,149,9,"Cefuroxime","A","sus",1,10,9
"ERR435121","FIC","A","sus",1,8,9,"Cefuroxime","A","sus",1,10,9
"ERR435122","FIA","D","res",32,473,200,"AmoxiClav","D","res",9,303,126
"ERR435122","FIA","D","res",32,473,200,"Ciprofloxacin","D","res",18,298,126
"ERR435122","FIA","D","res",32,473,200,"PipTaz","D","res",1,126,126
"ERR435124","FIB","B2","res",120,1020,219,"PipTaz","B2","sus",1,158,159
"ERR435124","FIB","B2","res",120,1020,219,"AmoxiClav","B2","res",8,837,159
"ERR435124","FIB","B2","res",3,1253,219,"PipTaz","B2","sus",1,158,159
"ERR435124","FIB","B2","res",3,1253,219,"AmoxiClav","B2","res",8,837,159
"ERR435124","FIC","B2","res",2,1255,219,"PipTaz","B2","sus",1,158,159
"ERR435124","FIC","B2","res",2,1255,219,"AmoxiClav","B2","res",8,837,159
"ERR435126","FIA","D","res",32,473,192,"Gentamicin","D","sus",2,318,122
"ERR435126","FIA","D","res",32,473,192,"Ciprofloxacin","D","res",18,298,122
"ERR435126","FIA","D","res",32,473,192,"AmoxiClav","D","res",9,303,122
"ERR435128","FIC","B2","sus",1,175,176,"AmoxiClav","B2","res",3,806,130
"ERR435128","FIB","B2","res",120,1020,176,"AmoxiClav","B2","res",3,806,130
"ERR435128","FIB","B2","res",171,1030,176,"AmoxiClav","B2","res",3,806,130
"ERR435129","FIA","B2","sus",1,640,641,"PipTaz","B2","sus",1,424,425
"ERR435129","FIA","B2","sus",1,640,641,"AmoxiClav","B2","sus",1,424,425
"ERR435131","FIB","B2","sus",1,834,835,"Gentamicin","B2","res",2,1223,546
"ERR435131","FIB","B2","sus",1,834,835,"PipTaz","B2","sus",2,1224,546
"ERR435131","FIB","B2","sus",1,834,835,"Ciprofloxacin","B2","res",90,1164,546
"ERR435131","FIA","B2","res",152,1772,835,"Gentamicin","B2","res",2,1223,546
"ERR435131","FIA","B2","res",152,1772,835,"PipTaz","B2","sus",2,1224,546
"ERR435131","FIA","B2","res",152,1772,835,"Ciprofloxacin","B2","res",90,1164,546
"ERR435133","FIB","D","res",9,361,69,"Ciprofloxacin","D","res",7,233,47
"ERR435133","FIB","D","res",9,361,69,"AmoxiClav","D","res",6,231,47
"ERR435133","FIB","D","res",9,361,69,"Cefuroxime","D","sus",1,51,47
"ERR435133","FIB","D","res",177,293,69,"Ciprofloxacin","D","res",7,233,47
"ERR435133","FIB","D","res",177,293,69,"AmoxiClav","D","res",6,231,47
"ERR435133","FIB","D","res",177,293,69,"Cefuroxime","D","sus",1,51,47
"ERR435133","FIC","D","sus",1,71,69,"Ciprofloxacin","D","res",7,233,47
"ERR435133","FIC","D","sus",1,71,69,"AmoxiClav","D","res",6,231,47
"ERR435133","FIC","D","sus",1,71,69,"Cefuroxime","D","sus",1,51,47
"ERR435133","FIA","D","res",7,363,69,"Ciprofloxacin","D","res",7,233,47
"ERR435133","FIA","D","res",7,363,69,"AmoxiClav","D","res",6,231,47
"ERR435133","FIA","D","res",7,363,69,"Cefuroxime","D","sus",1,51,47
"ERR435134","FIB","B2","res",5,1828,787,"Ciprofloxacin","B2","res",90,1164,512
"ERR435134","FIC","B2","sus",4,1828,787,"Ciprofloxacin","B2","res",90,1164,512
"ERR435134","FIB","B2","res",120,1020,787,"Ciprofloxacin","B2","res",90,1164,512
"ERR435135","FIB","B2","res",120,1020,171,"AmoxiClav","B2","res",4,802,126
"ERR435135","FIB","B2","res",171,1030,171,"AmoxiClav","B2","res",4,802,126
"ERR435137","FIB","B2","sus",41,1361,344,"Cefuroxime","B2","res",3,928,241
"ERR435137","FIC","B2","sus",38,1362,344,"Cefuroxime","B2","res",3,928,241
"ERR435139","FIA","B2","res",152,1772,851,"Ciprofloxacin","B2","res",90,1164,555
"ERR435139","FIA","B2","res",152,1772,851,"AmoxiClav","B2","res",61,1160,555
"ERR435139","FIB","B2","res",120,1020,851,"Ciprofloxacin","B2","res",90,1164,555
"ERR435139","FIB","B2","res",120,1020,851,"AmoxiClav","B2","res",61,1160,555
"ERR435140","FIB","B2","sus",1,404,405,"Cefuroxime","B2","sus",1,287,281
"ERR435140","FIB","B2","sus",1,404,405,"AmoxiClav","B2","res",3,962,281
"ERR435140","FIB","B2","sus",1,404,405,"PipTaz","B2","sus",1,288,281
"ERR435148","FIB","B2","sus",1,376,378,"AmoxiClav","B2","sus",1,264,265
"ERR435148","FIC","B2","sus",1,376,378,"AmoxiClav","B2","sus",1,264,265
"ERR435151","FIB","B2","res",11,1885,858,"Gentamicin","B2","sus",6,1232,561
"ERR435151","FIB","B2","res",11,1885,858,"Cefuroxime","B2","res",51,1165,561
"ERR435151","FIB","B2","res",11,1885,858,"Ciprofloxacin","B2","res",90,1164,561
"ERR435151","FIB","B2","res",11,1885,858,"Ceftazidime","B2","res",22,1167,561
"ERR435151","FIB","B2","res",11,1885,858,"AmoxiClav","B2","res",61,1160,561
"ERR435151","FIA","B2","res",152,1772,858,"Gentamicin","B2","sus",6,1232,561
"ERR435151","FIA","B2","res",152,1772,858,"Cefuroxime","B2","res",51,1165,561
"ERR435151","FIA","B2","res",152,1772,858,"Ciprofloxacin","B2","res",90,1164,561
"ERR435151","FIA","B2","res",152,1772,858,"Ceftazidime","B2","res",22,1167,561
"ERR435151","FIA","B2","res",152,1772,858,"AmoxiClav","B2","res",61,1160,561
"ERR435151","FIB","B2","res",120,1020,858,"Gentamicin","B2","sus",6,1232,561
"ERR435151","FIB","B2","res",120,1020,858,"Cefuroxime","B2","res",51,1165,561
"ERR435151","FIB","B2","res",120,1020,858,"Ciprofloxacin","B2","res",90,1164,561
"ERR435151","FIB","B2","res",120,1020,858,"Ceftazidime","B2","res",22,1167,561
"ERR435151","FIB","B2","res",120,1020,858,"AmoxiClav","B2","res",61,1160,561
"ERR435152","FIA","B2","res",152,1772,848,"AmoxiClav","B2","res",61,1160,554
"ERR435152","FIA","B2","res",152,1772,848,"Cefuroxime","B2","res",51,1165,554
"ERR435152","FIA","B2","res",152,1772,848,"Ciprofloxacin","B2","res",90,1164,554
"ERR435152","FIB","B2","res",120,1020,848,"AmoxiClav","B2","res",61,1160,554
"ERR435152","FIB","B2","res",120,1020,848,"Cefuroxime","B2","res",51,1165,554
"ERR435152","FIB","B2","res",120,1020,848,"Ciprofloxacin","B2","res",90,1164,554
"ERR435155","FIA","B2","res",152,1772,816,"AmoxiClav","B2","res",61,1160,532
"ERR435155","FIA","B2","res",152,1772,816,"Cefuroxime","B2","res",51,1165,532
"ERR435155","FIA","B2","res",152,1772,816,"Ceftazidime","B2","res",22,1167,532
"ERR435155","FIA","B2","res",152,1772,816,"Ciprofloxacin","B2","res",90,1164,532
"ERR435155","FIB","B2","res",8,1843,816,"AmoxiClav","B2","res",61,1160,532
"ERR435155","FIB","B2","res",8,1843,816,"Cefuroxime","B2","res",51,1165,532
"ERR435155","FIB","B2","res",8,1843,816,"Ceftazidime","B2","res",22,1167,532
"ERR435155","FIB","B2","res",8,1843,816,"Ciprofloxacin","B2","res",90,1164,532
"ERR435155","FIC","B2","res",6,1843,816,"AmoxiClav","B2","res",61,1160,532
"ERR435155","FIC","B2","res",6,1843,816,"Cefuroxime","B2","res",51,1165,532
"ERR435155","FIC","B2","res",6,1843,816,"Ceftazidime","B2","res",22,1167,532
"ERR435155","FIC","B2","res",6,1843,816,"Ciprofloxacin","B2","res",90,1164,532
"ERR435155","FIB","B2","res",120,1020,816,"AmoxiClav","B2","res",61,1160,532
"ERR435155","FIB","B2","res",120,1020,816,"Cefuroxime","B2","res",51,1165,532
"ERR435155","FIB","B2","res",120,1020,816,"Ceftazidime","B2","res",22,1167,532
"ERR435155","FIB","B2","res",120,1020,816,"Ciprofloxacin","B2","res",90,1164,532
"ERR435156","FIB","B2","sus",3,1308,271,"Cefuroxime","B2","res",1,191,191
"ERR435156","FIB","B2","sus",3,1308,271,"AmoxiClav","B2","res",8,837,191
"ERR435156","FIA","B2","sus",3,1308,271,"Cefuroxime","B2","res",1,191,191
"ERR435156","FIA","B2","sus",3,1308,271,"AmoxiClav","B2","res",8,837,191
"ERR435157","FIB","B2","res",120,1020,928,"AmoxiClav","B2","res",61,1160,604
"ERR435157","FIB","B2","res",120,1020,928,"Gentamicin","B2","sus",1,602,604
"ERR435157","FIB","B2","res",120,1020,928,"PipTaz","B2","res",1,604,604
"ERR435157","FIB","B2","res",120,1020,928,"AmoxiClav","B2","res",1,604,604
"ERR435158","FIB","A","res",32,132,23,"AmoxiClav","A","sus",1,22,23
"ERR435158","FIB","A","res",39,149,23,"AmoxiClav","A","sus",1,22,23
"ERR435160","FIA","D","res",2,556,272,"AmoxiClav","D","res",8,350,171
"ERR435160","FIA","D","res",2,556,272,"Ceftazidime","D","res",1,171,171
"ERR435160","FIA","D","res",2,556,272,"Gentamicin","D","res",2,350,171
"ERR435160","FIA","D","res",2,556,272,"Cefuroxime","D","res",7,350,171
"ERR435160","FIA","D","res",2,556,272,"Ciprofloxacin","D","res",8,350,171
"ERR435160","FIB","D","res",177,293,272,"AmoxiClav","D","res",8,350,171
"ERR435160","FIB","D","res",177,293,272,"Ceftazidime","D","res",1,171,171
"ERR435160","FIB","D","res",177,293,272,"Gentamicin","D","res",2,350,171
"ERR435160","FIB","D","res",177,293,272,"Cefuroxime","D","res",7,350,171
"ERR435160","FIB","D","res",177,293,272,"Ciprofloxacin","D","res",8,350,171
"ERR435162","FIB","B2","res",171,1030,51,"Cefuroxime","B2","sus",1,492,36
"ERR435162","FIB","B2","res",120,1020,51,"Cefuroxime","B2","sus",1,492,36
"ERR435163","FIA","D","res",32,473,184,"Ciprofloxacin","D","res",18,298,116
"ERR435163","FIA","D","res",32,473,184,"Cefuroxime","D","sus",1,125,116
"ERR435163","FIA","D","res",32,473,184,"Cefuroxime","D","sus",1,114,116
"ERR435163","FIA","D","res",32,473,184,"AmoxiClav","D","res",9,303,116
"ERR435163","FIA","D","res",32,473,184,"Gentamicin","D","sus",2,318,116
"ERR435170","FIB","B2","res",3,1300,257,"AmoxiClav","B2","res",8,837,182
"ERR435170","FIB","B2","res",3,1300,257,"AmoxiClav","B2","res",8,857,182
"ERR435170","FIB","B2","res",120,1020,257,"AmoxiClav","B2","res",8,837,182
"ERR435170","FIB","B2","res",120,1020,257,"AmoxiClav","B2","res",8,857,182
"ERR435170","FIB","B2","res",15,1260,257,"AmoxiClav","B2","res",8,837,182
"ERR435170","FIB","B2","res",15,1260,257,"AmoxiClav","B2","res",8,857,182
"ERR435170","FIC","B2","res",3,1300,257,"AmoxiClav","B2","res",8,837,182
"ERR435170","FIC","B2","res",3,1300,257,"AmoxiClav","B2","res",8,857,182
"ERR435171","FIB","B2","sus",4,1628,27,"Cefuroxime","B2","res",1,21,21
"ERR435173","FIB","B2","sus",1,652,653,"PipTaz","B2","sus",1,429,430
"ERR435173","FIB","B2","sus",1,652,653,"AmoxiClav","B2","res",3,1104,430
"ERR435174","FIB","B2","res",120,1020,204,"PipTaz","B2","sus",1,151,147
"ERR435174","FIB","B2","res",120,1020,204,"AmoxiClav","B2","res",5,829,147
"ERR435174","FIB","B2","res",120,1020,204,"PipTaz","B2","sus",1,148,147
"ERR435174","FIA","B2","res",7,1241,204,"PipTaz","B2","sus",1,151,147
"ERR435174","FIA","B2","res",7,1241,204,"AmoxiClav","B2","res",5,829,147
"ERR435174","FIA","B2","res",7,1241,204,"PipTaz","B2","sus",1,148,147
"ERR435174","FIB","B2","res",7,1241,204,"PipTaz","B2","sus",1,151,147
"ERR435174","FIB","B2","res",7,1241,204,"AmoxiClav","B2","res",5,829,147
"ERR435174","FIB","B2","res",7,1241,204,"PipTaz","B2","sus",1,148,147
"ERR435176","FIB","B2","res",171,1030,160,"Cefuroxime","B2","sus",1,119,120
"ERR435176","FIB","B2","res",171,1030,160,"PipTaz","B2","res",1,120,120
"ERR435176","FIB","B2","res",171,1030,160,"AmoxiClav","B2","res",1,120,120
"ERR435176","FIB","B2","res",120,1020,160,"Cefuroxime","B2","sus",1,119,120
"ERR435176","FIB","B2","res",120,1020,160,"PipTaz","B2","res",1,120,120
"ERR435176","FIB","B2","res",120,1020,160,"AmoxiClav","B2","res",1,120,120
"ERR435179","FIB","B2","res",120,1020,714,"Ciprofloxacin","B2","sus",1,470,471
"ERR435180","FIB","B2","res",120,1020,682,"AmoxiClav","B2","sus",1,450,449
"ERR435180","FIB","B2","res",3,1707,682,"AmoxiClav","B2","sus",1,450,449
"ERR435182","FIB","B2","res",120,1020,207,"AmoxiClav","B2","sus",5,829,150
"ERR435182","FIB","B2","res",120,1020,207,"PipTaz","B2","sus",1,151,150
"ERR435182","FIB","B2","res",120,1020,207,"AmoxiClav","B2","sus",1,152,150
"ERR435182","FIB","B2","res",7,1241,207,"AmoxiClav","B2","sus",5,829,150
"ERR435182","FIB","B2","res",7,1241,207,"PipTaz","B2","sus",1,151,150
"ERR435182","FIB","B2","res",7,1241,207,"AmoxiClav","B2","sus",1,152,150
"ERR435182","FIA","B2","res",7,1241,207,"AmoxiClav","B2","sus",5,829,150
"ERR435182","FIA","B2","res",7,1241,207,"PipTaz","B2","sus",1,151,150
"ERR435182","FIA","B2","res",7,1241,207,"AmoxiClav","B2","sus",1,152,150
"ERR435188","FIA","B2","res",152,1772,868,"Cefuroxime","B2","res",51,1165,568
"ERR435188","FIA","B2","res",152,1772,868,"Ceftazidime","B2","res",22,1167,568
"ERR435188","FIA","B2","res",152,1772,868,"AmoxiClav","B2","res",61,1160,568
"ERR435188","FIA","B2","res",152,1772,868,"Ciprofloxacin","B2","res",90,1164,568
"ERR435191","FIB","B2","res",120,1020,878,"Ciprofloxacin","B2","res",90,1164,572
